GEO_CODE (POR),GEO_LEVEL,GEO_NAME,Population Count,Median Age,Population Density (pop/km2),Mean Weeks Worked,After Tax Measure Low Income Prevalence (%),After Tax Cut-Off Low Income Prevalence (%),Total Youth (0-25),Total Adult (26+),Total Adult Males,Total Adult Females
4702047,3,"Weyburn, CY",10870,38.7,567.6,41.4,9.7,9.7,3325,7550,3565,3980
4702048,3,"McTaggart, VL",125,41.5,176.5,36.8,x,x,40,90,45,35
4702051,3,"Brokenshell No. 68, RM",310,42.5,0.4,42.5,16.1,16.1,90,205,115,105
4702052,3,"Norton No. 69, RM",235,53.4,0.3,45.2,x,x,55,185,100,90
4702054,3,"Pangman, VL",230,48.5,317.4,42.3,x,x,60,165,85,95
4702057,3,"Key West No. 70, RM",255,54.6,0.3,41.8,19.6,19.6,60,195,110,95
4702058,3,"Ogema, T",400,40.1,282.1,40.9,21,21,115,280,140,160
4702061,3,"Elmsthorpe No. 100, RM",225,51.1,0.3,44.2,x,x,60,180,90,85
4702062,3,"Avonlea, VL",390,45.9,409.3,44.3,8.2,8.2,105,300,140,150
4702066,3,"Caledonia No. 99, RM",245,43.5,0.3,46.4,x,x,65,180,95,85
4702067,3,"Milestone, T",695,37,321.7,43.1,7.9,7.9,230,465,235,225
4702069,3,"Scott No. 98, RM",200,40.2,0.2,45.9,x,x,55,140,80,60
4702071,3,"Lang, VL",185,38.9,293.9,47.4,x,x,65,125,60,70
4702072,3,"Yellow Grass, T",480,32,178.2,42.7,8.4,8.4,180,305,145,160
4702073,3,"Wellington No. 97, RM",370,41.9,0.4,42.5,13.3,13.3,115,260,150,115
4702076,3,"Fillmore No. 96, RM",220,53.4,0.3,48.7,x,x,45,170,95,75
4702077,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
4702078,3,"Fillmore, VL",310,43.8,234.7,38.1,15.5,15.5,95,220,125,100
4702079,3,"Creelman, VL",115,39.5,98.7,41,x,x,25,85,35,40
4702800,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4703001,3,"Hart Butte No. 11, RM",255,39.2,0.3,44.2,15.7,15.7,85,180,80,75
4703004,3,"Coronach, T",645,43.4,275.7,41.6,8.8,8.8,180,465,210,240
4703006,3,"Poplar Valley No. 12, RM",195,46.6,0.3,42.5,x,x,55,140,75,65
4703009,3,"Rockglen, T",445,53.8,154.8,40.4,22.1,22.1,100,335,160,170
4703011,3,"Old Post No. 43, RM",380,44.8,0.2,48.8,18.4,18.4,110,270,135,145
4703012,NA,NA,NA,NA,32.6,NA,NA,NA,NA,NA,NA,NA
4703016,3,"Glen McPherson No. 46, RM",70,54.8,0.1,NA,x,x,15,55,25,30
4703018,3,"Mankota No. 45, RM",295,54,0.2,47.5,15.5,15.5,60,230,115,105
4703019,3,"Mankota, VL",205,59.1,144.2,43,x,x,40,160,85,90
4703022,3,"Waverley No. 44, RM",335,46.8,0.2,43.7,13.2,13.2,90,245,135,120
4703026,3,"Willow Bunch No. 42, RM",305,55.8,0.3,47.3,13.1,13.1,50,255,140,115
4703028,3,"Willow Bunch, T",275,56.2,311.7,41.6,18.2,18.2,45,230,120,115
4703029,3,"Excel No. 71, RM",390,43.8,0.3,39.5,16.1,16.1,125,260,130,130
4703034,3,"Lake of the Rivers No. 72, RM",275,51.2,0.4,44.1,1.8,1.8,75,220,100,100
4703036,3,"Assiniboia, T",2390,51.9,630.3,42.5,11.3,11.3,570,1815,840,985
4703038,3,"Stonehenge No. 73, RM",320,52.2,0.3,41.8,6.3,6.3,75,245,125,105
4703041,3,"Limerick, VL",110,56.1,146.5,41.7,x,x,20,105,55,40
4703042,3,"Wood River No. 74, RM",435,50.9,0.5,41.9,16.1,16.1,125,305,165,140
4703044,3,"Lafleche, T",380,52.2,253.8,39.4,18.9,18.9,90,285,145,150
4703048,3,"Pinto Creek No. 75, RM",280,34.9,0.3,46.5,21.4,21.4,120,175,90,80
4703051,3,"Kincaid, VL",110,48,135.7,37.6,x,x,30,85,35,40
4703052,3,"Hazenmore, VL",75,31.5,96.2,41.5,x,x,20,40,30,30
4703054,3,"Auvergne No. 76, RM",415,40.2,0.5,45,7.7,7.7,145,275,125,140
4703058,3,"Ponteix, T",560,49.1,517.4,41,16.2,16.2,165,395,180,220
4703059,3,"Whiska Creek No. 106, RM",465,29.2,0.5,41.8,21.3,21.3,215,240,105,145
4703061,3,"Neville, VL",85,39.5,78.9,38.3,x,x,35,60,30,10
4703062,3,"Vanguard, VL",135,47.5,71.9,44.8,x,x,35,105,40,50
4703064,3,"Glen Bain No. 105, RM",180,54.8,0.2,39.9,x,x,35,145,70,55
4703068,3,"Gravelbourg No. 104, RM",475,46.2,0.6,42.5,11.6,11.6,130,340,180,160
4703071,3,"Gravelbourg, T",1085,47.2,325.9,42.5,11.7,11.7,285,790,385,420
4703074,3,"Sutton No. 103, RM",240,45.8,0.3,45.6,x,x,60,190,105,75
4703092,3,"Mossbank, T",360,46,205.6,42.1,16.2,16.2,95,275,135,130
4703093,3,"Lake Johnston No. 102, RM",170,43,0.3,46.7,x,x,45,120,65,45
4703096,3,"Terrell No. 101, RM",240,46.5,0.3,48,x,x,65,180,100,80
4703801,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
4704002,3,"Val Marie, VL",125,45,300.3,41.6,x,x,25,95,55,50
4704003,3,"Val Marie No. 17, RM",415,37.5,0.1,43.6,x,x,140,285,130,145
4704006,3,"Lone Tree No. 18, RM",150,41.6,0.2,45.3,x,x,45,100,65,35
4704008,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA
4704009,3,"Climax, VL",195,42,195.8,38.6,x,x,50,140,75,60
4704011,3,"Frontier No. 19, RM",325,35.2,0.2,42.4,x,x,120,195,120,95
4704012,3,"Frontier, VL",375,37.3,399.5,41.4,14.9,14.9,125,245,130,115
4704019,3,"Reno No. 51, RM",380,47.2,0.1,48.7,13,13,115,270,150,130
4704021,3,"Consul, VL",75,52.2,113,43.8,x,x,15,60,30,25
4704024,3,"White Valley No. 49, RM",480,42.3,0.2,48.5,11.8,11.8,145,330,170,165
4704026,3,"Eastend, T",505,55.9,185.8,43.1,13.7,13.7,100,400,210,205
4704028,3,"Wise Creek No. 77, RM",205,52.9,0.2,46.4,x,x,45,145,75,70
4704029,3,"Cadillac, VL",95,53.5,87.7,40.2,x,x,25,65,30,35
4704034,3,"Grassy Creek No. 78, RM",365,43.6,0.4,45.8,9.7,9.7,115,255,125,125
4704036,3,"Shaunavon, T",1715,43.3,335.9,43.9,12.3,12.3,490,1220,555,670
4704038,3,"Arlington No. 79, RM",370,35.3,0.4,44.1,x,x,130,240,115,120
4704045,3,"Maple Creek No. 111, RM",1070,41,0.3,44.3,17.7,17.7,350,720,350,355
4704048,3,"Maple Creek, T",2085,46.6,471.3,42.1,14.1,14.1,585,1495,680,810
4704050,3,"Piapot No. 110, RM",305,51,0.2,46.2,21.7,21.7,80,230,120,110
4704054,3,"Carmichael No. 109, RM",445,35,0.5,43.5,x,x,160,275,135,155
4704056,3,"Carmichael, VL",55,44.7,87.2,NA,x,x,20,30,40,10
4704058,3,"Bone Creek No. 108, RM",395,38.2,0.5,45.2,13,13,135,260,140,120
4704061,3,"Lac Pelletier No. 107, RM",545,46.3,0.6,42.5,8.4,8.4,160,370,205,185
4704802,3,"Nekaneet Cree Nation, IRI",185,24.8,14,31.3,x,x,85,90,35,45
4705001,3,"Moosomin No. 121, RM",470,43.1,0.8,45.4,7.4,7.4,140,335,180,145
4705002,3,"Fleming, T",80,37.5,38.8,41.1,x,x,25,55,30,30
4705004,3,"Moosomin, T",2740,40.4,361.5,42.3,9.4,9.4,805,1925,915,1005
4705006,3,"Welwyn, VL",130,48.5,208.1,46.5,x,x,45,100,45,40
4705007,3,"Martin No. 122, RM",285,49.1,0.5,45.1,19,19,75,210,105,95
4705009,3,"Wapella, T",325,34.5,127.1,45.1,15.4,15.4,105,220,125,105
4705011,3,"Silverwood No. 123, RM",410,46.8,0.5,48.3,12.2,12.2,125,285,145,135
4705014,3,"Kingsley No. 124, RM",445,46.2,0.5,43.1,20.2,20.2,120,315,170,140
4705016,3,"Kipling, T",1075,42,396.5,43.5,14.1,14.1,305,765,345,410
4705018,3,"Chester No. 125, RM",380,42.2,0.5,46.2,22.7,22.7,130,240,150,125
4705019,3,"Windthorst, VL",210,56.1,147.9,41.8,x,x,45,170,85,90
4705021,3,"Glenavon, VL",180,54,137.6,41.5,x,x,40,140,65,65
4705024,3,"Wolseley, T",855,51.8,144,40.7,14.2,14.2,200,655,290,365
4705027,3,"Wolseley No. 155, RM",375,47.2,0.5,44.7,21.6,21.6,115,260,150,115
4705028,3,"Elcapo No. 154, RM",490,45.8,0.6,44.9,15.5,15.5,135,355,195,170
4705029,3,"Grenfell, T",1100,49.4,347,42.7,14.8,14.8,280,815,375,450
4705031,3,"Broadview, T",550,56.4,187.1,42.6,17.8,17.8,115,445,205,225
4705033,3,"Willowdale No. 153, RM",300,48.3,0.5,44,11.7,11.7,75,225,105,115
4705034,3,"Whitewood, T",860,45.8,216.6,43.5,16.9,16.9,225,635,295,355
4705037,3,"Rocanville No. 151, RM",510,39.2,0.7,45.7,12.9,12.9,160,340,175,165
4705038,3,"Rocanville, T",865,36.5,354.8,42.3,8.7,8.7,295,570,290,290
4705041,3,"Spy Hill No. 152, RM",320,42.8,0.5,45.4,14.1,14.1,95,230,115,110
4705042,3,"Tantallon, VL",90,56.4,108.2,49.1,x,x,15,75,40,35
4705043,3,"Spy Hill, VL",170,54.3,141.3,37.6,x,x,35,140,65,60
4705044,3,"Gerald, VL",135,37,170.6,43.2,x,x,45,90,55,30
4705047,3,"Langenburg No. 181, RM",555,42.9,0.8,46.1,6.3,6.3,175,380,185,185
4705048,3,"Langenburg, T",1165,40.7,337.1,42.4,8.7,8.7,340,820,380,435
4705049,3,"Yarbo, VL",55,38,68.7,37,x,x,15,45,25,15
4705050,NA,NA,NA,NA,109.8,NA,NA,NA,NA,NA,NA,NA
4705051,3,"Fertile Belt No. 183, RM",780,48,0.8,43,7,7,200,575,300,275
4705052,3,"Esterhazy, T",2500,43.2,527.2,41.7,8.2,8.2,680,1820,880,930
4705053,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA
4705054,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
4705055,3,"Bird's Point, RV",110,54.9,189.5,42,x,x,20,90,40,50
4705056,3,"Stockholm, VL",350,48.6,213.3,43.4,11.4,11.4,100,260,115,140
4705057,3,"Grayson No. 184, RM",510,53.3,0.6,45.6,17.6,17.6,120,405,215,190
4705058,3,"Dubuc, VL",65,60,96.5,39,x,x,10,45,20,30
4705059,3,"Grayson, VL",210,51.8,112.9,41.7,x,x,40,165,80,85
4705060,NA,NA,NA,NA,91.1,NA,NA,NA,NA,NA,NA,NA
4705061,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA
4705062,3,"Killaly, VL",65,35.8,25.1,48.9,x,x,25,55,25,15
4705063,3,"McLeod No. 185, RM",365,50.5,0.4,41.4,20.5,20.5,80,280,160,135
4705064,3,"Neudorf, VL",265,55.3,128.4,40.7,28.8,28.8,55,195,105,100
4705066,3,"Lemberg, T",310,49.5,117.3,34.3,16.1,16.1,85,230,105,110
4705067,3,"Stanley No. 215, RM",505,49.8,0.6,44.9,18,18,125,385,200,175
4705068,NA,NA,NA,NA,139.1,NA,NA,NA,NA,NA,NA,NA
4705069,3,"Goodeve, VL",40,59.5,15.3,47.9,x,x,5,35,30,10
4705071,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,NA
4705073,3,"Cana No. 214, RM",865,44,1.1,43.2,9.8,9.8,255,610,325,300
4705074,3,"Melville, CY",4560,46.3,307.8,42.9,15.4,15.4,1210,3360,1575,1790
4705077,3,"Saltcoats No. 213, RM",710,40.4,0.9,44.6,14.7,14.7,240,470,245,235
4705078,3,"Saltcoats, T",485,46.1,359.6,43.4,14.4,14.4,130,350,160,175
4705079,3,"Bredenbury, T",370,35.5,77.5,43.9,9.3,9.3,120,260,140,130
4705093,3,"Churchbridge No. 211, RM",620,46.2,0.6,44.6,13.8,13.8,180,440,240,205
4705094,3,"Churchbridge, T",900,38.8,324.6,45.7,10.6,10.6,265,630,315,310
4705096,3,"MacNutt, VL",65,45,80.1,39.1,x,x,20,50,30,15
4705803,3,"Cowessess 73, IRI",540,29.7,4.6,42.5,0,0,250,285,155,150
4705804,3,"Kahkewistahaw 72, IRI",500,21.7,6.2,40.7,0,0,270,230,105,125
4705805,3,"Sakimay 74, IRI",145,25.2,1.7,35.4,x,x,75,75,40,25
4705806,3,"Ochapowace 71, IRI",420,21.8,2.8,40.2,0,0,230,200,90,95
4705807,3,"Shesheep 74A, IRI",110,66.6,8.4,35.9,x,x,5,105,45,55
4705808,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA
4705814,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4705818,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4705821,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4705822,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4705823,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4705824,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4705825,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4705826,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4706001,3,"Montmartre No. 126, RM",485,42.6,0.6,41.3,19.6,19.6,170,315,170,130
4706002,3,"Montmartre, VL",490,49,288,42.6,18.9,18.9,140,355,160,195
4706003,3,"Kendal, VL",85,34.8,127.5,45.3,x,x,30,60,25,25
4706004,3,"Francis No. 127, RM",675,40.7,0.6,44.2,12.7,12.7,210,450,235,215
4706006,3,"Odessa, VL",205,40.8,174.3,44.6,x,x,70,135,85,70
4706007,3,"Vibank, VL",385,42.2,524,44.7,7.8,7.8,120,270,130,135
4706008,3,"Sedley, VL",360,31.8,269.3,41.3,11.1,11.1,125,235,115,125
4706009,3,"Francis, T",220,36.8,366.7,41.2,x,x,70,140,75,60
4706011,3,"Lajord No. 128, RM",1235,39.9,1.3,43.8,6.6,6.6,390,840,415,400
4706013,3,"Bratt's Lake No. 129, RM",315,47,0.4,46.7,11.1,11.1,90,230,135,105
4706014,3,"Wilcox, VL",265,33.5,178.9,43.2,x,x,110,155,75,70
4706016,3,"Redburn No. 130, RM",250,43.2,0.3,46.8,x,x,75,165,90,90
4706017,3,"Rouleau, T",540,38.2,336.3,41.5,10.2,10.2,180,360,180,180
4706018,3,"Briercrest, VL",160,40.1,256.4,44.9,x,x,45,120,60,55
4706019,3,"Drinkwater, VL",70,39.2,26.5,38.5,x,x,20,50,40,20
4706021,3,"Pense No. 160, RM",510,38,0.6,44.5,4.8,4.8,170,340,175,160
4706022,3,"Belle Plaine, VL",85,41.2,63.2,47.1,x,x,30,55,25,30
4706023,3,"Pense, T",585,33.8,444.2,45.3,5.1,5.1,220,365,180,185
4706026,3,"Sherwood No. 159, RM",975,40.7,1.5,42.3,8,8,245,735,440,285
4706027,3,"Regina, CY",215110,36.6,1195.2,43.4,11.8,11.8,66990,148110,71685,76430
4706028,3,"Grand Coulee, VL",650,33.6,370.7,45.3,3.1,3.1,255,390,195,200
4706029,3,"Edenwold No. 158, RM",4495,40.1,5.3,44.6,4.4,4.4,1560,2935,1505,1435
4706030,3,"White City, T",3105,34.5,412.4,45.3,2.3,2.3,1180,1915,970,955
4706031,3,"Pilot Butte, T",2140,36,369.6,44.9,4,4,725,1420,715,695
4706032,3,"Balgonie, T",1765,34.2,356.2,44.7,4.5,4.5,665,1100,550,550
4706033,3,"Edenwold, VL",230,33.4,340.3,45.9,x,x,80,160,75,85
4706034,3,"South Qu'Appelle No. 157, RM",1275,44,1.4,45.1,9.8,9.8,385,885,460,425
4706036,3,"Qu'Appelle, T",640,41.2,151.3,42.1,13.4,13.4,175,460,235,220
4706037,3,"McLean, VL",405,31.3,304.9,46.1,6.2,6.2,165,235,130,105
4706038,3,"Indian Head No. 156, RM",335,47.8,0.4,47.6,11.8,11.8,85,255,140,120
4706039,3,"Indian Head, T",1910,43.5,602,43.5,13.8,13.8,540,1370,645,715
4706041,3,"Sintaluta, T",120,46.5,44.1,45.6,x,x,30,80,45,40
4706042,3,"Abernethy No. 186, RM",365,48.3,0.5,43.8,18.1,18.1,95,255,140,130
4706045,3,"Fort San, RV",220,53.2,76.7,42.7,x,x,50,170,90,75
4706046,3,"Abernethy, VL",205,43.2,197.7,37.8,x,x,70,135,70,70
4706047,3,"Balcarres, T",585,50.5,373.8,41.6,22.1,22.1,145,440,190,245
4706048,3,"North Qu'Appelle No. 187, RM",855,53.5,1.7,41.3,9.4,9.4,200,670,335,320
4706049,3,"Lebret, VL",215,42.5,165.3,40.7,x,x,65,150,80,55
4706050,3,"Katepwa, RV",315,62.5,54,42.2,6.5,6.5,25,285,140,145
4706051,3,"Fort Qu'Appelle, T",2025,48.4,383.7,41.7,19.8,19.8,540,1480,650,835
4706052,3,"B-Say-Tah, RV",155,62,117,39.7,x,x,20,135,75,65
4706053,3,"Lumsden No. 189, RM",1935,45.9,2.4,44.3,5.8,5.8,545,1390,710,675
4706054,3,"Disley, VL",70,39.8,102.8,50.1,x,x,20,45,20,25
4706055,3,"Buena Vista, VL",610,48.8,169.5,39.7,4.1,4.1,150,460,235,235
4706056,3,"Lumsden, T",1825,40.5,449.6,43.1,5.3,5.3,560,1260,595,655
4706057,NA,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA
4706058,3,"Regina Beach, T",1145,50.5,295,43.9,8.3,8.3,235,900,465,445
4706059,3,"Dufferin No. 190, RM",560,42.2,0.6,43.8,9.3,9.3,160,400,215,190
4706060,3,"Wee Too Beach, RV",80,59.9,469.4,49.5,x,x,15,65,35,25
4706061,3,"Bethune, VL",400,38.9,167.7,46.4,10,10,115,280,140,130
4706062,3,"Findlater, VL",45,55.8,37.5,37.8,x,x,10,30,20,15
4706063,3,"Sarnia No. 221, RM",320,46.6,0.4,43.8,22.2,22.2,90,230,125,105
4706064,3,"Chamberlain, VL",90,47.5,129.1,46.2,x,x,20,65,35,20
4706065,3,"Alice Beach, RV",50,66,72.2,NA,x,x,0,50,30,35
4706067,3,"Holdfast, VL",250,39.9,191.1,43,x,x,65,180,105,85
4706068,3,"Dilke, VL",100,59.8,76.6,43.2,x,x,10,85,45,50
4706069,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA
4706070,3,"Longlaketon No. 219, RM",1020,43.6,1,43.6,14.2,14.2,290,725,385,345
4706071,3,"McKillop No. 220, RM",735,55.8,1.1,44.2,10.4,10.4,120,625,315,310
4706072,3,"Saskatchewan Beach, RV",255,52,164.1,46.1,9.8,9.8,50,205,115,90
4706073,3,"Bulyea, VL",115,46.5,88.4,35.4,x,x,30,75,45,45
4706074,3,"Strasbourg, T",800,52.2,140.4,42.1,17.8,17.8,190,615,275,345
4706075,3,"Kannata Valley, RV",90,61.4,139.1,49.2,x,x,0,90,35,40
4706076,NA,NA,NA,NA,106.8,NA,NA,NA,NA,NA,NA,NA
4706077,3,"Silton, VL",70,53.5,66.3,37.8,x,x,15,55,35,20
4706078,3,"Craven, VL",215,42.7,176.7,45.8,x,x,55,160,85,80
4706079,3,"Earl Grey, VL",245,51.5,187.7,38.9,x,x,70,180,85,100
4706080,3,"Glen Harbour, RV",70,61.2,191.6,38.2,x,x,5,55,30,25
4706081,3,"North Grove, RV",135,57.5,32.2,37.5,x,x,25,105,55,60
4706082,NA,NA,NA,NA,233.7,NA,NA,NA,NA,NA,NA,NA
4706085,3,"Island View, RV",75,57.9,171,NA,x,x,5,65,25,30
4706091,3,"Cupar No. 218, RM",500,44.9,0.6,45,13.9,13.9,130,370,185,170
4706092,3,"Southey, T",805,35.5,516.5,43.9,11.8,11.8,285,515,255,285
4706093,3,"Markinch, VL",55,46.8,85.9,48.4,x,x,10,50,35,15
4706094,3,"Cupar, T",565,44.5,706.7,44.4,14.4,14.4,155,415,185,230
4706096,3,"Lipton No. 217, RM",380,48.8,0.5,44.6,26.3,26.3,100,280,150,125
4706097,3,"Dysart, VL",200,54.8,168.8,40,x,x,45,160,80,85
4706098,3,"Lipton, VL",345,43.7,458.7,39,20.3,20.3,105,240,125,125
4706099,3,"Tullymet No. 216, RM",200,53.5,0.4,45.4,x,x,35,155,80,75
4706809,3,"Piapot 75, IRI",515,26.3,4.6,39.6,0,0,245,275,140,120
4706810,3,"Assiniboine 76, IRI",445,35.5,2.7,38.8,0,0,165,275,130,140
4706811,3,"Standing Buffalo 78, IRI",565,28.1,24.9,43.3,0,0,255,310,140,170
4706812,3,"Pasqua 79, IRI",520,26.2,5.7,39.1,0,0,245,260,130,135
4706813,3,"Muscowpetung 80, IRI",275,25.1,3.5,38.4,0,0,135,145,65,70
4706814,3,"Little Black Bear 84, IRI",135,24.4,2,35.7,x,x,70,60,30,30
4706815,3,"Okanese 82, IRI",175,28.2,2.9,43.7,x,x,85,95,40,40
4706816,3,"Peepeekisis 81, IRI",495,24.1,4.7,39.8,0,0,245,230,120,115
4706818,3,"Star Blanket 83, IRI",175,29.2,3.2,43.2,x,x,90,90,50,50
4706820,3,"Wa-Pii Moos-Toosis (White Calf) 83A, IRI",90,25.8,338.1,52,x,x,40,50,20,30
4706828,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4706829,NA,NA,NA,NA,41.1,NA,NA,NA,NA,NA,NA,NA
4707001,3,"Baildon No. 131, RM",620,40.1,0.7,46.2,10.9,10.9,195,415,225,200
4707004,3,"Hillsborough No. 132, RM",100,51.5,0.2,46.7,x,x,25,80,40,30
4707006,3,"Rodgers No. 133, RM",90,48.8,0.1,49.3,x,x,25,75,40,30
4707008,NA,NA,NA,NA,35.1,NA,NA,NA,NA,NA,NA,NA
4707011,3,"Shamrock No. 134, RM",205,52.7,0.3,45.2,x,x,50,160,90,80
4707012,NA,NA,NA,NA,25.3,NA,NA,NA,NA,NA,NA,NA
4707014,3,"Lawtonia No. 135, RM",345,44.2,0.4,42.3,12,12,120,225,125,115
4707016,3,"Hodgeville, VL",170,45,127.6,40.5,x,x,45,125,65,75
4707018,3,"Coulee No. 136, RM",565,37.2,0.7,43.2,8.2,8.2,200,360,190,175
4707020,3,"Beaver Flat, RV",70,59.4,78.5,35.8,x,x,10,65,30,20
4707021,3,"Excelsior No. 166, RM",810,39.9,0.7,44.9,13.2,13.2,300,505,260,250
4707022,3,"Waldeck, VL",280,37.2,138.3,37.5,12.7,12.7,75,205,100,95
4707023,3,"Rush Lake, VL",50,43.2,71.6,47.3,x,x,15,35,15,20
4707024,3,"Morse No. 165, RM",430,43.5,0.3,36.9,13.2,13.2,120,300,160,145
4707026,3,"Herbert, T",855,49.3,226.3,43.6,21.4,21.4,225,630,275,355
4707027,3,"Morse, T",240,56,167.1,34.7,x,x,50,200,95,105
4707028,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA
4707029,3,"Chaplin No. 164, RM",115,45.2,0.1,51.4,x,x,30,75,45,35
4707031,3,"Chaplin, VL",225,52.1,182,41.3,x,x,55,185,100,85
4707032,3,"Wheatlands No. 163, RM",150,53.3,0.2,44.6,x,x,30,125,55,40
4707034,3,"Mortlach, VL",260,44.2,94.5,36.6,11.5,11.5,75,195,80,105
4707036,3,"Caron No. 162, RM",575,44.9,1,46,7,7,180,400,205,195
4707037,3,"Caronport, VL",990,27.6,524.1,36.5,15.2,15.2,450,535,275,265
4707038,3,"Moose Jaw No. 161, RM",1165,37.9,1.5,44.6,6,6,325,835,450,385
4707039,3,"Moose Jaw, CY",33890,41.3,668.7,42.6,13.4,13.4,9910,23980,11410,12585
4707042,3,"Marquis No. 191, RM",295,50.2,0.4,42.5,6.8,6.8,70,215,115,110
4707043,3,"Tuxford, VL",110,40.5,183.5,42.2,x,x,30,85,45,40
4707044,3,"Marquis, VL",95,40.2,153,37.5,x,x,25,65,30,30
4707045,3,"Sun Valley, RV",120,54.4,50.6,44.8,x,x,20,85,55,50
4707046,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA
4707047,3,"Eyebrow No. 193, RM",195,51.2,0.2,47,x,x,45,135,80,65
4707048,3,"Brownlee, VL",60,57.2,22.8,51.8,x,x,5,45,30,15
4707049,3,"Eyebrow, VL",120,56.4,44.1,45.8,x,x,15,100,60,45
4707051,3,"South Lake, RV",170,57.7,32.4,41.2,x,x,20,150,85,70
4707053,3,"Enfield No. 194, RM",225,50.6,0.2,45.4,x,x,55,160,95,70
4707054,3,"Central Butte, T",370,59,166.3,43.8,18.5,18.5,65,315,155,145
4707058,3,"Canaan No. 225, RM",135,47.2,0.3,45.2,x,x,35,95,55,55
4707059,3,"Lucky Lake, VL",290,48.9,438.7,41.8,11.1,11.1,65,220,105,120
4707062,3,"Beechy, VL",230,51.6,214.5,39.6,x,x,60,170,70,105
4707063,3,"Victory No. 226, RM",380,46,0.3,48.4,10.2,10.2,100,275,140,130
4707066,3,"King George No. 256, RM",230,47.4,0.3,43.7,x,x,65,160,75,85
4707067,3,"Coteau No. 255, RM",475,50.5,0.5,42.8,14.7,14.7,140,330,190,145
4707068,3,"Coteau Beach, RV",50,62.7,89,NA,x,x,10,40,20,15
4707071,3,"Maple Bush No. 224, RM",190,51.3,0.2,47.1,x,x,50,150,80,55
4707072,3,"Riverhurst, VL",130,61.9,142.3,42.1,x,x,20,115,60,55
4707074,3,"Mistusinne, RV",75,64.2,51.6,NA,x,x,15,60,40,35
4707076,3,"Huron No. 223, RM",200,47,0.2,42.4,x,x,50,135,70,75
4707077,3,"Tugaske, VL",80,55.5,98.4,43.3,x,x,15,70,40,50
4707091,3,"Craik No. 222, RM",260,53.6,0.3,41.2,15.7,15.7,55,205,95,85
4707092,3,"Craik, T",390,53.1,129.8,44.8,20,20,95,295,135,160
4707093,3,"Aylesbury, VL",40,56,31.3,NA,x,x,5,40,15,5
4708001,3,"Swift Current No. 137, RM",1935,41.3,1.8,42.8,10.2,10.2,650,1280,665,635
4708004,3,"Swift Current, CY",16605,41.6,566.5,42.9,9.6,9.6,4720,11880,5720,6165
4708006,3,"Webb No. 138, RM",545,44.8,0.5,44.2,11.3,11.3,175,365,185,185
4708008,3,"Webb, VL",50,53.5,35.6,37.8,x,x,10,40,25,10
4708009,3,"Gull Lake No. 139, RM",200,47.3,0.2,44.7,x,x,55,165,75,70
4708011,3,"Gull Lake, T",1045,42.9,418.3,42.4,12.6,12.6,290,755,365,375
4708012,3,"Tompkins, VL",150,60,57.3,32.9,x,x,20,140,70,55
4708016,3,"Big Stick No. 141, RM",135,46,0.2,35.7,x,x,40,95,65,40
4708018,NA,NA,NA,NA,72.5,NA,NA,NA,NA,NA,NA,NA
4708021,3,"Enterprise No. 142, RM",110,51.1,0.1,49.2,x,x,20,85,50,45
4708022,3,"Richmound, VL",145,47.2,312.9,36.5,x,x,45,110,70,50
4708024,3,"Fox Valley No. 171, RM",330,34.8,0.3,48.3,x,x,130,190,105,100
4708026,3,"Fox Valley, VL",250,43.5,413.3,42.6,x,x,75,170,100,80
4708028,3,"Pittville No. 169, RM",210,44.7,0.2,44.6,x,x,55,165,80,70
4708029,3,"Hazlet, VL",105,37,193.3,34.9,x,x,30,80,45,40
4708031,3,"Riverside No. 168, RM",475,50.7,0.4,43.9,6,6,120,360,170,175
4708032,3,"Cabri, T",390,56.4,292.2,45.2,14.9,14.9,80,305,145,160
4708034,3,"Pennant, VL",130,44,199.8,40.1,x,x,35,95,45,45
4708036,3,"Success, VL",45,36,32.6,NA,x,x,15,35,10,15
